Category,Metric,LTM (Current),LTM (-1Q),LTM (-2Q),LTM (-3Q),LTM (-1 Years),LTM (-5Q),LTM (-6Q),LTM (-7Q),LTM (-2 Years),LTM (-9Q),LTM (-10Q),LTM (-11Q),LTM (-3 Years),LTM (-13Q),LTM (-14Q),LTM (-15Q),LTM (-4 Years),LTM (-17Q)
Header,Fiscal Period,2025.0-Q4,2025.0-Q3,2025.0-Q2,2025.0-Q1,2024.0-Q4,2024.0-Q3,2024.0-Q2,2024.0-Q1,2023.0-Q4,2023.0-Q3,2023.0-Q2,2023.0-Q1,2022.0-Q4,2022.0-Q3,2022.0-Q2,2022.0-Q1,2021.0-Q4,2021.0-Q3
Header,Statement Date,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30
Header,Filing Date,2026-01-29,2025-10-23,2025-07-24,2025-04-24,2025-02-26,2024-10-30,2024-07-25,2024-04-25,2024-02-22,2023-10-26,2023-07-27,2023-04-27,2023-02-23,2022-10-26,2022-07-28,2022-04-28,2022-02-22,2021-10-27
Revenue & Margin,Segment-1,-,-,-,-,Refining,-,-,-,Refining,-,-,-,Refining,-,-,-,Refining,-
Revenue & Margin,Segment-1 %,-,-,-,-,9284.0%,-,-,-,9157.9%,-,-,-,9533.5%,-,-,-,9383.2%,-
Revenue & Margin,Segment-2,-,-,-,-,Renewable Diesel,-,-,-,Renewable Diesel,-,-,-,Ethanol,-,-,-,Ethanol,-
Revenue & Margin,Segment-2 %,-,-,-,-,379.7%,-,-,-,469.1%,-,-,-,269.1%,-,-,-,452.4%,-
Revenue & Margin,Segment-3,-,-,-,-,Ethanol,-,-,-,Ethanol,-,-,-,Renewable Diesel,-,-,-,Renewable Diesel,-
Revenue & Margin,Segment-3 %,-,-,-,-,336.2%,-,-,-,373.0%,-,-,-,197.5%,-,-,-,164.4%,-
Revenue & Margin,Others,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Revenue & Margin,Others %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Revenue & Margin,Revenue Total,124045000000.0,123071000000.0,123779000000.0,128380000000.0,129881000000.0,134539000000.0,140067000000.0,140086000000.0,144766000000.0,151098000000.0,157148000000.0,174280000000.0,176383000000.0,170540000000.0,155606000000.0,131713000000.0,113977000000.0,78074000000.0
Revenue & Margin,Rev-CoGS / Sale (%),5.442379781530896,3.3370980978459586,2.4874978792848546,2.558809783455367,3.664893248435106,4.463389797753811,6.439775250415872,7.540368059620518,8.903333655692636,10.38398919906286,10.145213429378675,11.154464080789534,9.496946984686733,8.20042218834291,6.992018302636145,3.8796474152133804,2.704054326750134,1.5165099777134512
Revenue & Margin,Rev-CoGS-SG&A / Rev (%),4.592688137369503,2.5204962988843835,1.694956333465289,1.8079140052967753,2.9249851787405396,3.727543686217379,5.721547545103415,6.817954684979227,8.213945263390574,9.693708718844723,9.504416219105556,10.562887307780583,8.934534507293787,7.650404597161955,6.401424109610169,3.2251941721773854,1.9451292804688665,0.7749058585444578
Revenue & Margin,Op. Income / Rev (%),2.564391954532629,1.5877014081302665,0.7691126927831053,0.9160305343511451,2.8911080142592067,3.6866633466875776,5.680138790721583,6.777265394115044,8.191149855629085,9.662603078796543,9.474508107007406,10.52845994950654,8.895415091023512,7.616394980649701,6.355796048995541,3.1735667701745465,1.8687980908428894,0.6865281655864949
