Category,Metric,LTM (Current),LTM (-1Q),LTM (-2Q),LTM (-3Q),LTM (-1 Years),LTM (-5Q),LTM (-6Q),LTM (-7Q),LTM (-2 Years),LTM (-9Q),LTM (-10Q),LTM (-11Q),LTM (-3 Years),LTM (-13Q),LTM (-14Q),LTM (-15Q),LTM (-4 Years),LTM (-17Q)
Header,Fiscal Period,2025.0-Q4,2025.0-Q3,2025.0-Q2,2025.0-Q1,2024.0-Q4,2024.0-Q3,2024.0-Q2,2024.0-Q1,2023.0-Q4,2023.0-Q3,2023.0-Q2,2023.0-Q1,2022.0-Q4,2022.0-Q3,2022.0-Q2,2022.0-Q1,2021.0-Q4,2021.0-Q3
Header,Statement Date,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30
Header,Filing Date,2026-02-19,2025-10-23,2025-07-24,2025-05-01,2025-02-13,2024-10-24,2024-07-25,2024-04-25,2024-02-15,2023-10-26,2023-07-27,2023-04-27,2023-02-16,2022-10-26,2022-07-27,2022-04-27,2022-02-16,2021-10-28
Revenue & Margin,Segment-1,"Marketing, Reservation and Loyalty",-,-,-,"Marketing, Reservation and Loyalty",-,-,-,"Marketing, Reservation and Loyalty",-,-,-,Initial Franchise Fees,-,-,-,Initial Franchise Fees,-
Revenue & Margin,Segment-1 %,2835.5%,-,-,-,2875.4%,-,-,-,4176.3%,-,-,-,4658.0%,-,-,-,4084.5%,-
Revenue & Margin,Segment-2,Royalties and Franchise Fees,-,-,-,Royalties and Franchise Fees,-,-,-,Royalties and Franchise Fees,-,-,-,Loyalty Program,-,-,-,Hotel Management Services,-
Revenue & Margin,Segment-2 %,2729.6%,-,-,-,2834.5%,-,-,-,3843.9%,-,-,-,2768.7%,-,-,-,3295.8%,-
Revenue & Margin,Segment-3,Marketing and reservation fees,-,-,-,Marketing and reservation fees,-,-,-,Other Products and Services,-,-,-,Hotel Management Services,-,-,-,Loyalty Program,-
Revenue & Margin,Segment-3 %,2376.4%,-,-,-,2385.1%,-,-,-,1069.4%,-,-,-,1856.7%,-,-,-,2140.8%,-
Revenue & Margin,Others,"Other Products and Services, License and Other Fee From Former Parent, Loyalty Program",-,-,-,"Other Products and Services, License and Other Fee From Former Parent, Loyalty Program",-,-,-,"License and Other Fee From Former Parent, Hotel Management Services",-,-,-,"Other Products and Services, Franchise, Forgiveness Of Note Receivable",-,-,-,"Franchise, Other Products and Services, Forgiveness Of Note Receivable",-
Revenue & Margin,Others %,2058.5%,-,-,-,1905.0%,-,-,-,910.4%,-,-,-,716.6%,-,-,-,478.9%,-
Revenue & Margin,Revenue Total,1429000000.0,1436000000.0,1448000000.0,1418000000.0,1406000000.0,1386000000.0,1394000000.0,1385000000.0,1394000000.0,1407000000.0,1412000000.0,1408000000.0,1466000000.0,1524000000.0,1580000000.0,1547000000.0,1479000000.0,1087000000.0
Revenue & Margin,Rev-CoGS / Sale (%),58.85234429671099,77.0891364902507,68.99171270718232,79.76022566995769,80.08534850640113,70.85137085137086,69.9426111908178,58.194945848375454,58.60832137733142,56.07675906183369,55.169971671388105,56.96022727272727,56.61664392905866,55.90551181102362,55.12658227848102,55.979314802844215,53.68492224475997,55.473781048758056
Revenue & Margin,Rev-CoGS-SG&A / Rev (%),10.776766969909026,45.891364902506965,46.47790055248619,47.53173483779972,47.72403982930299,38.6002886002886,27.83357245337159,25.415162454873645,18.364418938307033,15.13859275053305,15.58073654390935,16.90340909090909,19.57708049113233,21.58792650918635,23.037974683544306,23.270846800258564,20.622041920216365,24.747010119595217
