Category,Metric,LTM (Current),LTM (-1Q),LTM (-2Q),LTM (-3Q),LTM (-1 Years),LTM (-5Q),LTM (-6Q),LTM (-7Q),LTM (-2 Years),LTM (-9Q),LTM (-10Q),LTM (-11Q),LTM (-3 Years)
Header,Fiscal Period,2026-Q1,2025-Q4,2025-Q3,2025-Q2,2025-Q1,2024-Q4,2024-Q3,2024-Q2,2024-Q1,2023-Q4,2023-Q3,2023-Q2,2023-Q1
Header,Statement Date,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30,2023-04-30,2022-12-31,2022-10-31
Header,Filing Date,2025-11-05,2025-08-19,2025-05-07,2025-02-06,2024-11-08,2024-08-21,2024-05-07,2024-02-08,2023-11-08,2023-08-23,2023-05-09,2023-02-09,2022-11-08
Revenue & Margin,Segment-1,-,-,-,-,-,-,-,-,-,-,-,-,-
Revenue & Margin,Segment-1 %,-,-,-,-,-,-,-,-,-,-,-,-,-
Revenue & Margin,Segment-2,-,-,-,-,-,-,-,-,-,-,-,-,-
Revenue & Margin,Segment-2 %,-,-,-,-,-,-,-,-,-,-,-,-,-
Revenue & Margin,Segment-3,-,-,-,-,-,-,-,-,-,-,-,-,-
Revenue & Margin,Segment-3 %,-,-,-,-,-,-,-,-,-,-,-,-,-
Revenue & Margin,Others,-,-,-,-,-,-,-,-,-,-,-,-,-
Revenue & Margin,Others %,-,-,-,-,-,-,-,-,-,-,-,-,-
Revenue & Margin,Revenue Total,1841900000,1645000000,1472600000,1384300000,1290400000,1271100000,1333600000,1380100000,1577800000,1767000000,1818300000,1830300000,1771000000
Revenue & Margin,Rev-CoGS / Sale (%),30.593408979857756,27.95744680851064,23.855765313051744,22.155602109369358,20.024798512089276,20.234442608764063,22.158068386322736,23.88232736758206,26.71441247306376,30.37351443123939,34.581752186107906,37.370922799541056,42.25296442687747
Revenue & Margin,Rev-CoGS-SG&A / Rev (%),11.211249253488246,6.7902735562310035,0.8013038163791932,0.20949216210359026,-3.4097954122752636,-3.296357485642357,0.22495500899820037,2.680965147453083,7.478767904677399,11.952461799660442,16.608920420172687,20.204338086652463,25.46019198193111
Revenue & Margin,Op. Income / Rev (%),-4.940550518486345,-10.948328267477203,-20.718457150617954,-25.26908907028823,-33.44699318040917,-33.82896703642514,-26.43221355728854,-23.29541337584233,-13.087843833185449,-5.744199207696661,0.538964967277127,5.900672020980167,11.948051948051948
Revenue & Margin,Net Profit / Rev (%),6.107823443183669,1.574468085106383,-29.872334646203992,-34.54453514411616,-51.90638561686299,-51.553772323184646,-34.71805638872225,-30.425331497717558,-12.618836354417544,-7.447651386530843,-2.0183688060276084,1.562585368518822,6.60643704121965
EBITDA,Net Income,112500000,25900000,-439900000,-478200000,-669800000,-655300000,-463000000,-419900000,-199100000,-131600000,-36700000,28600000,117000000
EBITDA,D & A,249100000,256700000,265300000,274300000,279000000,265600000,274600000,263200000,256100000,255600000,218500000,202400000,182000000
EBITDA,Net Int Inc,11200000,12200000,13900000,15700000,16800000,24900000,27400000,26700000,21000000,5300000,-24400000,-46200000,-61500000
EBITDA,Tax Provision,-200200000,-198000000,151700000,150000000,256400000,251800000,141600000,129000000,8600000,29200000,16800000,29500000,37300000
EBITDA,EBITDA,150200000,72400000,-36800000,-69600000,-151200000,-162800000,-74200000,-54400000,44600000,147900000,223000000,306700000,397800000
EBITDA,Stock-Based Comp,184000000,177200000,167700000,136500000,132300000,128800000,130400000,131900000,133900000,148400000,144000000,134200000,124900000
EBITDA,Others Adj.,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
EBITDA,Adj. EBITDA,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
EBITDA,Covenant EBITDA,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
Capital Structure,Stock Price,160.75,94.75,62.58,84.36,64.53,51.43,47.35,52.42,45.18,56.73,54.01,52.17,68.57
Capital Structure,O/S Shares,70300000,69600000,69300000,68900000,68300000,67800000,68300000,67800000,66700000,68300000,68600000,68300000,68100000
Capital Structure,Market Capitalization,11300725000,6594600000,4336794000,5812404000,4407399000,3486954000,3234005000,3554076000,3013506000,3874659000,3705086000,3563211000,4669617000
Capital Structure,Cash,772900000,520700000,516400000,479700000,489200000,436700000,425000000,469300000,861600000,859000000,549200000,592100000,605300000
Capital Structure,Debt,3280200000,2608200000,2609800000,2608300000,2621700000,2559600000,2563500000,2888800000,2869600000,2873700000,2394500000,2392000000,2391300000
Capital Structure,Enterprise Value,13808025000,8682100000,6430194000,7941004000,6539899000,5609854000,5372505000,5973576000,5021506000,5889359000,5550386000,5363111000,6455617000
Capital Structure,netCommonStockIssuance,-47400000,-8300000,8300000,-900000,900000,0,0,-3200000,0,-139800000,0,0,-35800000
Capital Structure,netDebtIssuance,410000000,-2700000,-2500000,-2500000,76100000,0,-323100000,0,0,466600000,0,-5000000,-900000
Liquidity & Cash Flow,DSO,51.50306748466258,51.6491641337386,54.2691498030694,56.02353174889836,61.61355006199628,64.0925182912438,64.60576634673065,65.61589739873922,62.148085942451516,61.71639784946237,60.7731122477039,58.58984865868983,55.84747317899492
Liquidity & Cash Flow,DIO,130.4009895181477,130.78833009872585,132.39509943815216,137.57783500371195,149.79324127906978,154.69030476378342,151.9807821982468,149.27475011899097,127.34595260745482,115.1027188490612,106.89176124422026,96.09788013609003,93.5430722597047
Liquidity & Cash Flow,DPO,63.07699076971214,59.14964981858071,54.466801926335506,51.442441536748326,51.79675387596899,50.15645034027025,52.77574414796263,57.82496430271299,55.89585315229612,57.807242136064374,58.81578394283312,55.308819680711856,54.19502297839053
Liquidity & Cash Flow,CCC,118.82706623309814,123.28784441388373,132.19744731488606,142.15892521586198,159.61003746509707,168.62637271475697,163.81080439701483,157.0656832150172,133.59818539761022,119.0118745624592,108.84908954909105,99.378909114068,95.19552246030909
Liquidity & Cash Flow,OCF,144600000,126300000,97800000,92400000,66600000,24700000,38400000,60300000,156700000,179800000,244900000,306600000,418200000
Liquidity & Cash Flow,CapEx,-233100000,-231000000,-201700000,-155500000,-146300000,-133000000,-144700000,-157500000,-166400000,-128500000,-120800000,-110000000,-96200000
Liquidity & Cash Flow,FCF,-88500000,-104700000,-103900000,-63100000,-79700000,-108300000,-106300000,-97200000,-9700000,51300000,124100000,196600000,322000000
BQR,Total Debt / Adj Ebitda,21.838881491344875,36.02486187845304,999.0,999.0,999.0,999.0,999.0,999.0,64.34080717488789,19.430020283975658,10.737668161434977,7.799152266058037,6.01131221719457
BQR,Adj Ebitda / Interest Expense,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,9.139344262295081,6.638528138528138,6.46829268292683
BQR,Net Income before extraordinary,112500000,25900000,-439900000,-478200000,-669800000,-655300000,-463000000,-419900000,-199100000,-131600000,-36700000,28600000,117000000
BQR,(NCO-CAPEX) / Total Debt (%),-2.6980062191329797,-4.014262709914884,-3.9811479806881755,-2.419200245370548,-3.0400122058206507,-4.2311298640412565,-4.146674468500097,-3.364718914428136,-0.3380262057429607,1.7851550266207328,5.182710377949467,8.219063545150501,13.465479028143687
BQR,Score: Operating Leverage,75,75,75,75,75,75,75,75,75,75,75,75,65
BQR,Score: ICR,75,75,75,75,75,75,75,75,75,75,45,48,48
BQR,Score: Net Income,42,48,75,75,75,75,75,75,75,75,75,48,42
BQR,Score: FCF/Debt,75,75,75,75,75,75,75,75,75,75,75,58,55
BQR,BQR,66.75,68.25,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,70.5,59.95,54.2
