Category,Metric,LTM (Current),LTM (-1Q),LTM (-2Q),LTM (-3Q),LTM (-1 Years),LTM (-5Q),LTM (-6Q),LTM (-7Q),LTM (-2 Years),LTM (-9Q),LTM (-10Q),LTM (-11Q),LTM (-3 Years)
Header,Fiscal Period,2025-Q3,2025-Q2,2025-Q1,2024-Q4,2024-Q3,2024-Q2,2024-Q1,2023-Q4,2023-Q3,2023-Q2,2023-Q1,2022-Q4,2022-Q3
Header,Statement Date,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30
Header,Filing Date,2025-11-06,2025-08-07,2025-05-08,2025-02-25,2024-11-07,2024-08-08,2024-05-09,2024-02-27,2023-11-08,2023-08-04,2023-05-05,2023-03-14,2022-11-07
Revenue & Margin,Segment-1,-,-,-,Product,-,-,-,Product,-,-,-,Vacuum Solutions Division Member,-
Revenue & Margin,Segment-1 %,-,-,-,87.1%,-,-,-,88.3%,-,-,-,55.4%,-
Revenue & Margin,Segment-2,-,-,-,Service,-,-,-,Service,-,-,-,Photonics Solutions Division,-
Revenue & Margin,Segment-2 %,-,-,-,12.9%,-,-,-,11.7%,-,-,-,30.0%,-
Revenue & Margin,Segment-3,-,-,-,-,-,-,-,-,-,-,-,Equipment Solutions Division Member,-
Revenue & Margin,Segment-3 %,-,-,-,-,-,-,-,-,-,-,-,14.6%,-
Revenue & Margin,Others,-,-,-,-,-,-,-,-,-,-,-,-,-
Revenue & Margin,Others %,-,-,-,-,-,-,-,-,-,-,-,-,-
Revenue & Margin,Revenue Total,3831000000,3739000000,3653000000,3585000000,3543000000,3579000000,3695000000,3621000000,3815000000,3837000000,3599000000,3547000000,3224900000
Revenue & Margin,Rev-CoGS / Sale (%),46.9590185330201,47.33886065792993,47.522584177388445,47.61506276150627,47.33276883996613,46.689019279128246,46.60351826792964,45.346589339961334,44.980340760157276,43.78420641125879,43.01194776326757,43.614321962221595,43.92384259977054
Revenue & Margin,Rev-CoGS-SG&A / Rev (%),28.26938136256852,28.537041989836855,28.661374212975637,28.81450488145049,28.73271239062941,28.276054763900532,28.47090663058187,26.732946699806682,27.10353866317169,27.078446703153507,27.174215059738817,29.856216521003667,31.049024775962046
Revenue & Margin,Op. Income / Rev (%),13.57347950926651,13.640010698047606,13.742129756364632,13.86331938633194,10.866497318656506,10.477787091366304,-39.18809201623816,-42.888704777685724,-37.06422018348624,-36.85170706280949,12.392331203111976,17.394981674654638,19.715340010542963
Revenue & Margin,Net Profit / Rev (%),7.282693813625685,7.140946777213158,6.241445387352861,5.327754532775454,0.8749647191645498,0.22352612461581448,-48.28146143437077,-50.84230875448771,-45.032765399737876,-45.63461037268699,4.1122534037232565,9.388215393290105,13.308939812087196
EBITDA,Net Income,279000000,267000000,228000000,191000000,31000000,8000000,-1784000000,-1841000000,-1718000000,-1751000000,148000000,333000000,429200000
EBITDA,D & A,344000000,345000000,345000000,348000000,358000000,364000000,378000000,397000000,397000000,368000000,295000000,216000000,148000000
EBITDA,Net Int Inc,-212000000,-220000000,-243000000,-274000000,-296000000,-327000000,-337000000,-338000000,-337000000,-327000000,-249000000,-173000000,-97100000
EBITDA,Tax Provision,16000000,4000000,-7000000,-10000000,-10000000,-25000000,-46000000,-87000000,-64000000,-13000000,35000000,100000000,116400000
EBITDA,EBITDA,851000000,836000000,809000000,803000000,675000000,674000000,-1115000000,-1193000000,-1048000000,-1069000000,727000000,822000000,790700000
EBITDA,Stock-Based Comp,57000000,45000000,44000000,37000000,37000000,50000000,52000000,55000000,58000000,55000000,55000000,45000000,39900000
EBITDA,Others Adj.,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
EBITDA,Adj. EBITDA,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
EBITDA,Covenant EBITDA,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
Capital Structure,Stock Price,123.77,99.36,80.15,104.39,108.71,129.49,132.57,102.87,86.54,108.1,88.62,84.73,82.64
Capital Structure,O/S Shares,67300000,67200000,67400000,67400000,67400000,67300000,67000000,66900000,66900000,66800000,66700000,66600066,61000000
Capital Structure,Market Capitalization,8329721000,6676992000,5402110000,7035886000,7327054000,8714677000,8882190000,6882003000,5789526000,7221080000,5910954000,5643023592,5041040000
Capital Structure,Cash,697000000,674000000,655000000,714000000,861000000,850000000,845000000,875000000,859000000,757000000,880000000,909000000,884000000
Capital Structure,Debt,4585000000,4697000000,4701000000,4780000000,5059000000,5121000000,4981000000,5024000000,5110000000,5152000000,5172000000,5168000000,5235000000
Capital Structure,Enterprise Value,12217721000,10699992000,9448110000,11101886000,11525054000,12985677000,13018190000,11031003000,10040526000,11616080000,10202954000,9902023592,9392040000
Capital Structure,netCommonStockIssuance,-1000000,0,-45000000,0,-1000000,0,0,0,0,0,0,0,0
Capital Structure,netDebtIssuance,-113000000,-112000000,-113000000,-229000000,-90000000,131000000,-45000000,-121000000,-22000000,-23000000,-21000000,-126000000,4152000000
Liquidity & Cash Flow,DSO,59.880579483163665,61.305161807970045,61.44949356693129,61.01150627615063,61.42569856054191,61.03730092204526,59.960757780784846,61.08533554266777,60.777522935779814,63.09258535314047,63.46172547929981,62.02530307301945,60.382492480386986
Liquidity & Cash Flow,DIO,163.41473917322836,168.92140680548502,174.4555294731351,181.81975505857295,187.7813504823151,186.94772012578616,185.32121135326912,188.77084386053562,177.3701762744164,170.5702364394993,163.94746465138957,148.874375,144.4640289758903
Liquidity & Cash Flow,DPO,62.91400098425197,61.40490096495683,60.024126238914974,59.667199148029816,59.36629153269025,58.202961215932916,57.34921439432337,60.956291056088936,61.775250119104335,64.3868799258229,61.797294002925405,54.29375,47.027759345277595
Liquidity & Cash Flow,CCC,160.38131767214006,168.82166764849825,175.88089680115144,183.16406218669377,189.84075751016678,189.7820598318985,187.93275473973057,188.89988834711446,176.37244909109188,169.27594186681688,165.61189612776397,156.6059280730194,157.8187621109997
Liquidity & Cash Flow,OCF,679000000,612000000,569000000,495000000,500000000,530000000,349000000,319000000,322000000,361000000,525000000,529000000,539300000
Liquidity & Cash Flow,CapEx,-149000000,-120000000,-118000000,-118000000,-101000000,-97000000,-88000000,-87000000,-108000000,-116000000,-162000000,-164000000,-132400000
Liquidity & Cash Flow,FCF,530000000,492000000,451000000,377000000,399000000,433000000,261000000,232000000,214000000,245000000,363000000,365000000,406900000
BQR,Total Debt / Adj Ebitda,5.3877790834312576,5.618421052631579,5.81087762669963,5.952677459526774,7.494814814814815,7.597922848664688,999.0,999.0,999.0,999.0,7.114167812929849,6.2871046228710465,6.620715821424055
BQR,Adj Ebitda / Interest Expense,4.014150943396227,3.8,3.3292181069958846,2.9306569343065694,2.2804054054054053,2.0611620795107033,-999.0,-999.0,-999.0,-999.0,2.9196787148594376,4.7514450867052025,8.14315139031926
BQR,Net Income before extraordinary,279000000,267000000,228000000,191000000,31000000,8000000,-1784000000,-1841000000,-1718000000,-1751000000,148000000,333000000,429200000
