Category,Metric,LTM (Current),LTM (-1Q),LTM (-2Q),LTM (-3Q),LTM (-1 Years),LTM (-5Q),LTM (-6Q),LTM (-7Q),LTM (-2 Years),LTM (-9Q),LTM (-10Q),LTM (-11Q),LTM (-3 Years)
Header,Fiscal Period,2025-Q3,2025-Q2,2025-Q1,2024-Q4,2024-Q3,2024-Q2,2024-Q1,2023-Q4,2023-Q3,2023-Q2,2023-Q1,2022-Q4,2022-Q3
Header,Statement Date,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-07-31,2023-04-30,2022-12-31,2022-09-30
Header,Filing Date,2025-10-30,2025-07-31,2025-05-07,2025-02-25,2024-11-07,2024-07-26,2024-05-01,2024-02-27,2023-10-27,2023-08-01,2023-04-27,2023-02-28,2022-10-27
Revenue & Margin,Segment-1,-,-,-,Water Innovations,-,-,-,Water Innovations,-,-,-,Water Innovations,-
Revenue & Margin,Segment-1 %,-,-,-,55.6%,-,-,-,55.4%,-,-,-,54.4%,-
Revenue & Margin,Segment-2,-,-,-,Outdoors Segment,-,-,-,Outdoors Segment,-,-,-,Outdoors And Security Segment,-
Revenue & Margin,Segment-2 %,-,-,-,29.3%,-,-,-,29.0%,-,-,-,45.6%,-
Revenue & Margin,Segment-3,-,-,-,Security Segment,-,-,-,Security Segment,-,-,-,-,-
Revenue & Margin,Segment-3 %,-,-,-,15.1%,-,-,-,15.6%,-,-,-,-,-
Revenue & Margin,Others,-,-,-,-,-,-,-,-,-,-,-,-,-
Revenue & Margin,Others %,-,-,-,-,-,-,-,-,-,-,-,-,-
Revenue & Margin,Revenue Total,4489800000,4495900000,4532600000,4609100000,4666200000,4772100000,4695800000,4626200000,4596800000,4531100000,4622800000,4723000000,5553800000
Revenue & Margin,Rev-CoGS / Sale (%),45.10668626664885,45.27680775817967,44.8616687993646,44.83087804560543,44.003686082894006,43.24301670124264,42.3932024362196,41.31684752064329,41.087278106508876,40.33236962327029,40.51224366184996,40.9252593690451,38.73924160034571
Revenue & Margin,Rev-CoGS-SG&A / Rev (%),16.414985077286293,16.957672546097555,17.19322243304064,17.693258987654858,17.564613604217566,16.910793990067265,16.463648366625495,16.095283385932298,16.715976331360945,17.108428416940697,17.736004153326988,18.301926741477875,16.873131909683458
Revenue & Margin,Op. Income / Rev (%),12.757806583812197,14.502101915078182,14.991395666946124,16.009633117094445,14.862200505764863,14.352171999748538,13.595127560799012,13.289524880031127,14.427427775844066,14.552757608527731,15.711257246690318,16.39424094854965,15.349850552774678
Revenue & Margin,Net Profit / Rev (%),7.296538821328344,8.750194621766498,9.420641574372326,10.240610965264368,9.605246238909606,9.38999601852434,8.865369053196474,8.743677316155809,9.415245388096066,11.045882898192492,12.771480488015921,14.539487613804786,13.547481003997262
EBITDA,Net Income,327600000,393400000,427000000,472000000,448200000,448100000,416300000,404500000,432800000,500500000,590400000,686700000,752400000
EBITDA,D & A,195200000,191800000,196500000,191300000,196300000,195800000,174600000,160400000,160700000,163900000,176600000,191600000,190100000
EBITDA,Net Int Inc,-122700000,-124300000,-122200000,-123700000,-124500000,-127600000,-123000000,-119700000,-116000000,-115700000,-118500000,-113400000,-106400000
EBITDA,Tax Provision,117500000,133500000,122700000,133500000,127900000,124100000,115500000,112400000,117000000,102000000,118900000,127200000,163800000
EBITDA,EBITDA,763000000,843000000,868400000,920500000,896900000,895600000,829400000,797000000,826500000,882100000,1004400000,1118900000,1212700000
EBITDA,Stock-Based Comp,24800000,35000000,37000000,39300000,38100000,37400000,34400000,34200000,35900000,38900000,47400000,50200000,54200000
EBITDA,Others Adj.,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
EBITDA,Adj. EBITDA,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
EBITDA,Covenant EBITDA,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
Capital Structure,Stock Price,53.27,51.3,60.82,69.22,88.6,64.94,84.67,76.14,62.16,71.95,58.73,57.11,45.88
Capital Structure,O/S Shares,120000000,122200000,122200000,123637515,124200000,125100000,125900000,126287327,128767522,128667522,128567522,128040559,135847434
Capital Structure,Market Capitalization,6392400000,6268860000,7432204000,8558188788,11004120000,8123994000,10659953000,9615517077,8004189167,9257628207,7550770567,7312396324,6232680271
Capital Structure,Cash,223900000,234700000,340000000,381100000,344800000,355100000,359700000,366400000,453400000,681700000,539100000,642500000,345300000
Capital Structure,Debt,2834100000,2995600000,3069400000,2826400000,2905100000,3035300000,3185200000,2813400000,2921400000,3357300000,2764400000,2768900000,3529600000
Capital Structure,Enterprise Value,9002600000,9029760000,10161604000,11003488788,13564420000,10804194000,13485453000,12062517077,10472189167,11933228207,9776070567,9438796324,9416980271
Capital Structure,netCommonStockIssuance,3300000,-62700000,-175000000,-50000000,-40200000,-50200000,-100000000,-29900000,-20100000,-300000,-100000000,-49000000,-26100000
Capital Structure,netDebtIssuance,-160000000,-140000000,280000000,-105000000,-125000000,-145000000,375000000,-160000000,-440000000,595100000,0,-716500000,29000000
Liquidity & Cash Flow,DSO,45.74491068644483,45.48597055094642,44.84589418876583,45.13500466468508,44.96988984612747,44.40600050292324,45.66386451722816,45.22853529894946,45.271656369648454,53.127634569971974,59.521339880591846,67.00296421765827,57.94271489790774
Liquidity & Cash Flow,DIO,148.74868129057452,146.09717310897045,143.01261403649167,141.33917335221017,136.88373072065522,130.95394129592026,129.90416250785555,126.27711986149993,129.28515379786566,148.81620801893771,162.63736363636363,173.4996057488979,138.74570143726302
Liquidity & Cash Flow,DPO,76.80313235413455,75.82840507255213,75.99176736555698,76.5440655969797,76.38332886830725,76.28479785859332,74.19143469742339,68.96184801827022,64.19611535763082,67.75234872022489,75.4620909090909,84.33290921472349,72.89701084560444
Liquidity & Cash Flow,CCC,117.6904596228848,115.75473858736473,111.86674085970053,109.93011241991555,105.47029169847545,99.07514394025017,101.37659232766033,102.54380714217916,110.36069480988331,134.1914938686848,146.69661260786458,156.16966075183268,123.79140548956632
Liquidity & Cash Flow,OCF,542700000,543600000,655700000,667800000,615700000,742400000,908400000,1055800000,1113100000,1028000000,825500000,566300000,546700000
Liquidity & Cash Flow,CapEx,37200000,34900000,-33100000,-68500000,-213900000,-247700000,-278500000,-256500000,-246700000,-242700000,-227900000,-246100000,-276300000
Liquidity & Cash Flow,FCF,455100000,453700000,497800000,474500000,401800000,494700000,629900000,799300000,866400000,785300000,597600000,320200000,270400000
BQR,Total Debt / Adj Ebitda,3.714416775884666,3.55349940688019,3.534546292031322,3.0705051602390006,3.239045601516334,3.389124609200536,3.8403665300217025,3.529987452948557,3.5346642468239566,3.8060310622378415,2.7522899243329353,2.474662615068371,2.9105302218190814
BQR,Adj Ebitda / Interest Expense,6.218418907905461,6.781979082864039,7.1063829787234045,7.441390460792239,7.204016064257028,7.018808777429467,6.743089430894309,6.658312447786132,7.125,7.624027657735523,8.475949367088608,9.866843033509701,11.397556390977444
BQR,Net Income before extraordinary,327600000,393400000,427000000,472000000,448200000,448100000,416300000,404500000,432800000,500500000,590400000,686700000,752400000
BQR,(NCO-CAPEX) / Total Debt (%),16.058007833174553,15.145546801976232,16.21815338502639,16.788140390602887,13.830849196241093,16.29822422824762,19.775838251915108,28.410464207009312,29.657013760525775,23.390820004170017,21.617710895673564,11.56415905233125,7.660924750679964
BQR,Score: Operating Leverage,48,48,48,45,45,48,52,48,48,52,45,42,45
BQR,Score: ICR,48,48,48,48,48,48,48,48,48,48,45,42,42
BQR,Score: Net Income,35,35,35,35,35,35,35,35,35,35,35,35,35
BQR,Score: FCF/Debt,52,52,52,52,55,52,48,42,42,42,45,58,58
