Category,Metric,LTM (Current),LTM (-1Q),LTM (-2Q),LTM (-3Q),LTM (-1 Years),LTM (-5Q),LTM (-6Q),LTM (-7Q),LTM (-2 Years),LTM (-9Q),LTM (-10Q),LTM (-11Q),LTM (-3 Years),LTM (-13Q),LTM (-14Q),LTM (-15Q),LTM (-4 Years),LTM (-17Q)
Header,Fiscal Period,0.0-0,2025.0-Q3,2025.0-Q2,2025.0-Q1,2024.0-Q4,2024.0-Q3,2024.0-Q2,2024.0-Q1,2023.0-Q4,2023.0-Q3,2023.0-Q2,2023.0-Q1,2022.0-Q4,2022.0-Q3,2022.0-Q2,2022.0-Q1,2021.0-Q4,2021.0-Q3
Header,Statement Date,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30
Header,Filing Date,0,2025-11-05,2025-08-06,2025-05-07,2025-03-05,2024-11-06,2024-08-07,2024-05-08,2024-03-05,2023-11-01,2023-08-02,2023-05-03,2023-03-07,2022-11-02,2022-08-03,2022-05-04,2022-03-09,2021-11-03
Revenue & Margin,Segment-1,Industrial,-,-,-,Industrial,-,-,-,Industrial,-,-,-,Industrial,-,-,-,-,-
Revenue & Margin,Segment-1 %,5079.1%,-,-,-,4925.0%,-,-,-,4441.6%,-,-,-,3842.8%,-,-,-,-,-
Revenue & Margin,Segment-2,Vehicle,-,-,-,Vehicle,-,-,-,Vehicle,-,-,-,Vehicle,-,-,-,-,-
Revenue & Margin,Segment-2 %,1835.9%,-,-,-,2037.2%,-,-,-,2307.0%,-,-,-,2593.2%,-,-,-,-,-
Revenue & Margin,Segment-3,Medical,-,-,-,Medical,-,-,-,Medical,-,-,-,Medical,-,-,-,-,-
Revenue & Margin,Segment-3 %,1545.8%,-,-,-,1546.4%,-,-,-,1460.6%,-,-,-,1692.1%,-,-,-,-,-
Revenue & Margin,Others,Aerospace & Defense,-,-,-,Aerospace & Defense,-,-,-,"Aerospace & Defense, Other",-,-,-,"Aerospace & Defense, Other",-,-,-,-,-
Revenue & Margin,Others %,1539.2%,-,-,-,1491.4%,-,-,-,1790.9%,-,-,-,1871.8%,-,-,-,-,-
Revenue & Margin,Revenue Total,411124000.0,533134000.0,519604000.0,516058000.0,529968000.0,548955000.0,569061000.0,579798000.0,578634000.0,568713000.0,557799000.0,533752000.0,502988000.0,468705000.0,437809000.0,416624000.0,403516000.0,399721000.0
Revenue & Margin,Rev-CoGS / Sale (%),32.14699214835427,31.9878304516313,31.489557432198367,31.210832890876606,31.264340488482322,31.27596979716006,31.617875763758192,31.94664348617967,31.74424593093389,31.656916581825982,31.523183082077956,31.781239227206644,31.264960595481405,30.782901825241886,30.379686118832645,29.87057874726372,30.00029738597726,29.830556813377328
Revenue & Margin,Rev-CoGS-SG&A / Rev (%),17.401805781224155,17.00491808813544,16.14537224501736,15.695522596297314,15.98436131992875,16.182018562541558,16.972169943116818,17.63096802679554,17.38007099479118,17.421792714427138,17.371311171228346,17.37773347921881,16.840361996707674,16.335648222229334,15.748876793304841,15.174113829256116,15.213275310024882,15.18984491682949
Revenue & Margin,Op. Income / Rev (%),8.216742394022242,7.544819876428815,6.670464430604846,5.1771312526886515,5.667889382000422,5.580785310271334,6.305826616127269,7.42068789474955,7.312740004908111,7.639881627464116,7.759425886385597,7.26554654596142,6.293788320993741,5.865309736401361,5.587824827721677,5.683782019278774,6.449806203471485,6.701424243409779
Revenue & Margin,Net Profit / Rev (%),3.806880649147216,3.5008084271496474,2.7497863757784775,1.9030806614760358,2.4843009389246142,2.6413822626626957,3.35025594795637,4.257344799395652,4.164463201263666,4.122641824611008,4.19308747416184,3.972069425500982,3.457338942479741,3.25471245239543,3.3388989262440925,3.5214005914205613,5.9710147800830695,6.312402901023464
EBITDA,Net Income,15651000.0,18664000.0,14288000.0,9821000.0,13166000.0,14500000.0,19065000.0,24684000.0,24097000.0,23446000.0,23389000.0,21201000.0,17390000.0,15255000.0,14618000.0,14671000.0,24094000.0,25232000.0
EBITDA,D & A,0.0,25748000.0,25772000.0,25787000.0,25891000.0,25360000.0,25334000.0,25308000.0,25068000.0,25220000.0,25490000.0,24926000.0,24438000.0,22964000.0,20700000.0,19333000.0,18107000.0,13317000.0
EBITDA,Net Int Inc,-18305000.0,-21394000.0,-17642000.0,-13543000.0,-13296000.0,-13281000.0,-13010000.0,-12788000.0,-12383000.0,-12101000.0,-11274000.0,-9637000.0,-7692000.0,-5691000.0,-4131000.0,-3413000.0,-3236000.0,-3362000.0
