Category,Metric,LTM (Current),LTM (-1Q),LTM (-2Q),LTM (-3Q),LTM (-1 Years),LTM (-5Q),LTM (-6Q),LTM (-7Q),LTM (-2 Years),LTM (-9Q),LTM (-10Q),LTM (-11Q),LTM (-3 Years),LTM (-13Q),LTM (-14Q),LTM (-15Q),LTM (-4 Years),LTM (-17Q),LTM (-18Q)
Header,Fiscal Period,2025.0-Q3,2025.0-Q2,2025.0-Q1,2024.0-Q4,2024.0-Q3,2024.0-Q2,2024.0-Q1,2023.0-Q4,2023.0-Q3,2023.0-Q2,2023.0-Q1,2022.0-Q4,2022.0-Q3,2022.0-Q2,2022.0-Q1,2021.0-Q4,0.0-0,2021.0-Q3,2021.0-Q2
Header,Statement Date,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-07-31,2023-04-30,2022-12-31,2022-10-31,2022-07-31,2022-04-30,2022-01-31,2021-12-31,2021-10-31,2021-07-31
Header,Filing Date,2025-11-06,2025-08-07,2025-05-08,2025-02-14,2024-11-07,2024-08-08,2024-05-09,2024-02-16,2023-11-09,2023-08-10,2023-05-03,2023-02-08,2022-11-09,2022-08-11,2022-05-06,2022-02-16,0,2021-11-05,2021-08-06
Revenue & Margin,Segment-1,-,-,-,Shipping and Handling,-,-,-,Shipping and Handling,-,-,-,Shipping and Handling,-,-,-,Shipping and Handling,-,-,-
Revenue & Margin,Segment-1 %,-,-,-,10000.0%,-,-,-,10000.0%,-,-,-,10000.0%,-,-,-,10000.0%,-,-,-
Revenue & Margin,Segment-2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Revenue & Margin,Segment-2 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Revenue & Margin,Segment-3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Revenue & Margin,Segment-3 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Revenue & Margin,Others,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Revenue & Margin,Others %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Capital Structure,Enterprise Value,4781864970.0,4073679510.0,4493595359.0,5240770630.0,5819151960.0,5072567700.0,5579110800.0,4979834900.0,5228099320.0,5578838540.0,5931050250.0,6287936640.0,6440454640.0,7470150000.0,8690184840.0,9075781440.0,0.0,9322769370.0,9956925850.0
Capital Structure,netCommonStockIssuance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25018000.0,0.0,0.0,0.0,0.0
Capital Structure,netDebtIssuance,-26839000.0,41308000.0,53425000.0,-1003054000.0,-712000.0,-32072000.0,-3428000.0,-272267000.0,-144518000.0,-97000000.0,8366000.0,-84750000.0,171368000.0,300499000.0,148991000.0,0.0,-352813000.0,-9147000.0,-7508000.0
Liquidity & Cash Flow,DSO,44.04108313213959,44.79289115299809,44.660675069704496,50.47102931863324,45.21001205838554,49.66567988656864,53.74545451731141,48.8053968096341,52.62393434731551,49.42354579136243,49.01707303439909,50.717808787788854,50.96508359880129,51.08717894279438,48.505851147388775,47.979468181034164,48.73946823173643,46.159519296661735,45.74871501682845
Liquidity & Cash Flow,DIO,173.63251611186126,169.179195984791,159.67752574366398,178.36167518240967,155.72425306280763,172.84026302694693,205.78884485560548,188.91407131308821,208.16104233382802,195.50429847400386,188.3817051113292,182.53609027643822,168.77233840557616,166.13558308330283,145.05227043264637,133.4393634256655,138.4324831480104,115.81892001317878,109.66659634473878
Liquidity & Cash Flow,DPO,106.86008481219619,110.98277216688584,110.20534329439745,120.10523358407117,100.74621094616002,101.9443816506178,111.48995039218559,97.87803918355179,103.53233695227681,98.04166127959934,97.94598445160837,102.09557152298967,105.86836476763357,110.54657525849372,105.44297603749767,102.00186764474246,100.88351245709512,82.38482913572706,75.98780739652474
Liquidity & Cash Flow,CCC,110.81351443180466,102.98931497090325,94.13285751897102,108.72747091697174,100.18805417503314,120.56156126289778,148.04434898073131,139.8414289391705,157.2526397288667,146.88618298576694,139.45279369411992,131.1583275412374,113.8690572367439,106.67618676760348,88.11514554253746,79.4169639619572,86.2884389226517,79.59361017411346,79.42750396504249
Liquidity & Cash Flow,OCF,23159000.0,87777000.0,129889000.0,264243000.0,471217000.0,534113000.0,543383000.0,561749000.0,420224000.0,214505000.0,-83076000.0,-358802000.0,-491682000.0,-345041000.0,179964000.0,606463000.0,623409000.0,527376000.0,429503000.0
Liquidity & Cash Flow,CapEx,-31352000.0,-30109000.0,-28877000.0,-37889000.0,-40445000.0,-38577000.0,-40069000.0,-44056000.0,-76957000.0,-107746000.0,-220029000.0,-215122000.0,-173955000.0,-154898000.0,-63278000.0,-51468000.0,-69272000.0,-55320000.0,-30033000.0
Liquidity & Cash Flow,FCF,-8193000.0,57668000.0,101012000.0,226354000.0,430772000.0,495536000.0,503314000.0,517693000.0,343267000.0,106759000.0,-303105000.0,-573924000.0,-665637000.0,-499939000.0,116686000.0,554995000.0,554137000.0,472056000.0,399470000.0
BQR,Total Debt / Adj Ebitda,7.400193238861001,7.192653484771101,224.57732046793612,375.70519805625094,53.0489792888427,168.26307808946171,12.325331571558346,11.028365427319144,13.618559940532505,10.607684830087539,8.805147171695877,6.935833482516535,6.6989675606713455,8.314240134543581,6.8672909760851315,6.393448476151428,0.0,999.0,999.0
BQR,Adj Ebitda / Interest Expense,1.9536452937443385,1.9911273009023358,0.06208977064268824,0.034669539202973276,0.30731010694601596,0.09287996549569136,1.284709107652873,1.3407842106560002,1.3243065468066921,1.8891664588887398,2.661656552009675,3.9474830174504847,4.45418491398942,4.921955759748104,5.20048090261722,4.935290497188193,2.4601596743894802,-999.0,-999.0
BQR,Net Income before extraordinary,330011000.0,89226000.0,-290765000.0,-320431000.0,-229610000.0,-298360000.0,-22444000.0,-17726000.0,-513775000.0,-394875000.0,-280310000.0,-127204000.0,350937000.0,270836000.0,330512000.0,340486000.0,17191000.0,-314973000.0,-466750000.0
BQR,(NCO-CAPEX) / Total Debt (%),-0.30738673626045443,2.1666153829391623,3.8407239474909933,8.8717080019158,12.055926567134438,13.95473531015279,13.489383804506128,14.377805056878778,8.516631357167473,2.554412168648293,-7.0456600519292145,-13.345471414470127,-15.631178240242269,-12.096540233525587,3.021646075402611,14.829648555539137,999.0,11.617875327913778,9.711395519294795
BQR,Score: Operating Leverage,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,15,75,75
BQR,Score: ICR,65,65,75,75,75,75,75,75,75,65,58,58,55,52,48,52,65,75,75
BQR,Score: Net Income,35,42,75,75,75,75,75,65,75,75,75,75,35,35,35,35,52,75,75
BQR,Score: FCF/Debt,75,75,75,58,55,55,55,55,58,75,75,75,75,75,75,55,15,58,58
BQR,BQR,63.5,65.25,75.0,70.75,70.0,70.0,70.0,67.5,70.75,73.5,72.45,72.45,62.0,61.55,60.95,56.55,31.75,70.75,70.75
