Category,Metric,LTM (Current),LTM (-1Q),LTM (-2Q),LTM (-3Q),LTM (-1 Years),LTM (-5Q),LTM (-6Q),LTM (-7Q),LTM (-2 Years),LTM (-9Q),LTM (-10Q),LTM (-11Q),LTM (-3 Years),LTM (-13Q),LTM (-14Q),LTM (-15Q),LTM (-4 Years),LTM (-17Q)
Header,Fiscal Period,2025.0-Q1,2024.0-Q4,2024.0-Q3,2024.0-Q2,2024.0-Q1,2023.0-Q4,2023.0-Q3,2023.0-Q2,2023.0-Q1,2022.0-Q4,2022.0-Q3,2022.0-Q2,2022.0-Q1,2021.0-Q4,2021.0-Q3,2021.0-Q2,2021.0-Q1,2020.0-Q4
Header,Statement Date,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Header,Filing Date,2025-05-07,2025-03-25,2024-11-12,2024-08-08,2024-05-09,2024-03-07,2023-12-01,2023-12-01,2023-12-01,2023-12-01,2022-11-07,2022-08-10,2022-05-12,2022-03-22,2021-12-01,2021-06-30,2021-03-31,2020-12-31
Revenue & Margin,Segment-1,-,Collaboration Arrangement,-,-,-,Service,-,-,-,Service,-,-,-,Service,-,-,-,-
Revenue & Margin,Segment-1 %,-,10000.0%,-,-,-,8387.4%,-,-,-,7392.0%,-,-,-,7746.5%,-,-,-,-
Revenue & Margin,Segment-2,-,-,-,-,-,Royalty And Other Revenue,-,-,-,Collaboration Arrangement,-,-,-,Royalty And Other Revenue,-,-,-,-
Revenue & Margin,Segment-2 %,-,-,-,-,-,1612.6%,-,-,-,2608.0%,-,-,-,2253.5%,-,-,-,-
Revenue & Margin,Segment-3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Revenue & Margin,Segment-3 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Revenue & Margin,Others,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Revenue & Margin,Others %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Revenue & Margin,Revenue Total,48365000.0,37862000.0,45620000.0,44120000.0,71201000.0,100387000.0,145880000.0,147254000.0,124688000.0,91496000.0,51352000.0,57201000.0,51047000.0,54519000.0,48391000.0,47568000.0,150131000.0,138230000.0
Revenue & Margin,Rev-CoGS / Sale (%),56.35273441538302,40.40726850139982,56.38535729943007,56.73617407071623,68.73779862642378,80.12890115253967,80.054839594187,83.35257446317247,80.22985371487232,71.34410247442511,77.99696214363608,80.34649743885596,67.19493799831527,76.91263596177478,71.72821392407678,69.14101917255297,44.39755946473413,40.84315995080663
Revenue & Margin,Rev-CoGS-SG&A / Rev (%),-38.99307350356663,-75.6035074745127,-56.72512056115738,-60.49184043517679,-17.430934958778668,10.982497733770309,30.758157389635315,30.029744523068985,19.029898626972923,-15.490294657689955,-87.97320454899517,-74.57212286498488,-114.47881364232961,-94.5963792439333,-116.26335475604968,-120.22998654557686,-16.94986378562722,-7.9700499168053245
Revenue & Margin,Op. Income / Rev (%),-124.2282642406699,-280.53721409328614,-313.0907496711969,-468.8553943789665,-329.3408800438196,-236.56449540279118,-140.36194132163422,-132.4989473970147,-179.65481842679327,-287.34370901460176,-592.2223087708365,-526.2810090732679,-611.436519286148,-575.8542893303252,-676.0017358599739,-711.192398250925,-161.7367499050829,-108.83816827027417
Revenue & Margin,Net Profit / Rev (%),-8.460663703091079,-151.19909143732502,-207.25339763261726,-354.1568449682684,-313.5096417185152,-212.2027752597448,-122.9400877433507,-118.9421000448205,-168.80373412036442,-272.0698172597709,-558.4281040660538,-488.3218824845719,-560.164162438537,-535.983785469286,-636.5646504515303,-672.9608139926,-147.6657052840519,-97.29870505678942
EBITDA,Net Income,-4092000.0,-57247000.0,-94549000.0,-156254000.0,-223222000.0,-213024000.0,-179345000.0,-175147000.0,-210478000.0,-248933000.0,-286764000.0,-279325000.0,-285947000.0,-292213000.0,-308040000.0,-320114000.0,-221692000.0,-134496000.0
EBITDA,D & A,6627000.0,7096000.0,8471000.0,9575000.0,10137000.0,10285000.0,9580000.0,9195000.0,10258000.0,11533000.0,12743000.0,15033000.0,16204000.0,16350000.0,16134000.0,14805000.0,13598500.0,9922500.0
EBITDA,Net Int Inc,10335000.0,10875000.0,11891000.0,12662000.0,13225000.0,12413000.0,10256000.0,7743000.0,4866000.0,2932000.0,1529000.0,416000.0,203000.0,88000.0,0.0,0.0,0.0,0.0
EBITDA,Tax Provision,0.0,0.0,0.0,0.0,0.0,0.0,-17000.0,-17000.0,0.0,0.0,-3631000.0,-3631000.0,-3648000.0,-3648000.0,0.0,0.0,0.0,0.0
EBITDA,EBITDA,-7800000.0,-61026000.0,-97969000.0,-159341000.0,-226310000.0,-215152000.0,-180038000.0,-173712000.0,-205086000.0,-240332000.0,-279181000.0,-268339000.0,-273594000.0,-279599000.0,-291906000.0,-305309000.0,-208093500.0,-124573500.0
EBITDA,Stock-Based Comp,9693000.0,12150000.0,14665000.0,21822000.0,27177000.0,32159000.0,36611000.0,39018000.0,40967000.0,41040000.0,45958000.0,44980000.0,47259000.0,54629000.0,52745000.0,56771000.0,61454499.0,44345499.0
EBITDA,Others Adj.,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
EBITDA,Adj. EBITDA,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
EBITDA,Covenant EBITDA,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
Capital Structure,Stock Price,4.94,2.94,4.72,4.05,5.79,4.27,3.92,10.12,10.2,9.37,14.55,13.2,17.06,25.63,13.77,13.77,13.77,13.77
Capital Structure,O/S Shares,53055000.0,52334000.0,52263000.0,52186000.0,52071000.0,51383000.0,51179000.0,50966000.0,43468000.0,38679000.0,38573000.0,38381000.0,26751000.0,23585331.0,23287457.0,23287457.0,23287457.0,23287457.0
Capital Structure,Market Capitalization,262091700.0,153861960.0,246681360.0,211353300.0,301491090.0,219405409.0,200621680.0,515775919.0,443373599.0,362422229.0,561237150.0,506629200.0,456372059.0,604492033.0,320668282.0,320668282.0,320668282.0,320668282.0
Capital Structure,Cash,92356000.0,71244000.0,59984000.0,111864000.0,56792000.0,74958000.0,90226000.0,95991000.0,193629000.0,71032000.0,127021000.0,269868000.0,270893000.0,130414000.0,0.0,0.0,0.0,0.0
Capital Structure,Debt,239763000.0,243717000.0,247446000.0,251395000.0,253077000.0,256673000.0,260157000.0,263578000.0,266954000.0,270172000.0,273288000.0,276642000.0,279355000.0,282215000.0,114299000.0,118175000.0,0.0,127603000.0
Capital Structure,Enterprise Value,409498700.0,326334960.0,434143360.0,350884300.0,497776090.0,401120409.0,370552680.0,683362919.0,516698599.0,561562229.0,707504150.0,513403200.0,464834059.0,756293033.0,434967282.0,438843282.0,320668282.0,448271282.0
Capital Structure,netCommonStockIssuance,0.0,0.0,0.0,-24000.0,0.0,0.0,-75000.0,-71000.0,126934000.0,2000.0,-23000.0,-4446000.0,170000000.0,0.0,0.0,0.0,0.0,0.0
Capital Structure,netDebtIssuance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liquidity & Cash Flow,DSO,136.0476842758193,144.9848792985051,131.59042086804033,130.3559610154125,114.06346118734287,107.51169225098866,78.70593981354538,73.33760033683295,63.23713990119338,61.92206489901197,103.28351378719427,99.25975944476495,109.81210942856582,74.48091491039821,72.0254799446178,42.31975803060881,6.498016732054006,14.563164653114374
Liquidity & Cash Flow,DIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-704.623947583857,-708.1965827922078,-475.42971358831966,-632.5213302415191,0.0,0.0,0.0,0.0
Liquidity & Cash Flow,DPO,61.82176693510185,72.50094180738377,105.02211388651556,110.57752252724225,108.26688081225572,141.84279125726889,100.94703739345616,129.7764542710288,130.57659932659934,123.63071627445746,277.3195636782016,264.2288961038961,244.36865520124206,226.17849765631206,215.61572618960602,162.43357858164725,7.818008661120195,29.158488489406587
Liquidity & Cash Flow,CCC,74.22591734071746,72.48393749112132,26.56830698152477,19.778438488170252,5.796580375087146,-34.331099006280226,-22.24109757991077,-56.43885393419585,-67.33945942540595,-61.708651375445484,-878.6599974748643,-873.1657194513389,-609.986259360996,-784.2189129874329,-143.59024624498824,-120.11382055103844,-1.3199919290661892,-14.595323836292213
Liquidity & Cash Flow,OCF,-54094000.0,-84998000.0,-139119000.0,-150126000.0,-159647000.0,-166858000.0,-158743000.0,-198160000.0,-212158000.0,-237134000.0,-239093000.0,-221514000.0,-216348000.0,-207034000.0,-203424000.0,-222986000.0,-157017000.0,-92267000.0
Liquidity & Cash Flow,CapEx,-95000.0,-707000.0,-1778000.0,-4488000.0,-8398000.0,-13865000.0,-15960000.0,-26634000.0,-25336000.0,-22842000.0,-20651000.0,-15857000.0,-16809000.0,-19575000.0,-25601000.0,-20647000.0,-22817000.0,-16466000.0
Liquidity & Cash Flow,FCF,-54189000.0,-85705000.0,-140897000.0,-154614000.0,-168045000.0,-180723000.0,-174703000.0,-224794000.0,-237494000.0,-259976000.0,-259744000.0,-237371000.0,-233157000.0,-226609000.0,-229025000.0,-243633000.0,-179834000.0,-108733000.0
BQR,Total Debt / Adj Ebitda,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
BQR,Adj Ebitda / Interest Expense,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
BQR,Net Income before extraordinary,-4092000.0,-57247000.0,-94549000.0,-156254000.0,-223222000.0,-213024000.0,-179345000.0,-175147000.0,-210478000.0,-248933000.0,-286764000.0,-279325000.0,-285947000.0,-292213000.0,-308040000.0,-320114000.0,-221692000.0,-134496000.0
BQR,(NCO-CAPEX) / Total Debt (%),-22.601068555198257,-35.16578654751207,-56.94050419081335,-61.5024165158416,-66.4007396958238,-70.40982105636354,-67.15291151112598,-85.28557011586703,-88.96439086883882,-96.22610781280073,-95.04405608735107,-85.80439701852936,-83.46261924791037,-80.29658239285651,-200.37358157114235,-206.16289401311613,999.0,-85.21194642759183
BQR,Score: Operating Leverage,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
BQR,Score: ICR,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
BQR,Score: Net Income,65,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
BQR,Score: FCF/Debt,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,15,75
BQR,BQR,72.5,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,60.0,75.0
