Category,Metric,LTM (Current),LTM (-1Q),LTM (-2Q),LTM (-3Q),LTM (-1 Years),LTM (-5Q),LTM (-6Q),LTM (-7Q),LTM (-2 Years),LTM (-9Q),LTM (-10Q),LTM (-11Q),LTM (-3 Years)
Header,Fiscal Period,2025-Q4,2025-Q3,2025-Q2,2025-Q1,2024-Q4,2024-Q3,2024-Q2,2024-Q1,2023-Q4,2023-Q3,2023-Q2,2023-Q1,2022-Q4
Header,Statement Date,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
Header,Filing Date,2026-02-27,2025-11-06,2025-08-07,2025-05-08,2025-03-03,2024-11-12,2024-08-14,2024-05-14,2024-03-26,2023-11-14,2023-09-05,2023-03-31,2022-12-31
Revenue & Margin,Segment-1,Recurring Revenue,-,-,-,Recurring revenue,-,-,-,Recurring revenue,-,-,-,-
Revenue & Margin,Segment-1 %,7062.5%,-,-,-,7264.3%,-,-,-,7115.2%,-,-,-,-
Revenue & Margin,Segment-2,All Other Products And Services,-,-,-,All Other Products And Services,-,-,-,All other products and services,-,-,-,-
Revenue & Margin,Segment-2 %,2937.5%,-,-,-,2735.7%,-,-,-,2884.8%,-,-,-,-
Revenue & Margin,Segment-3,-,-,-,-,-,-,-,-,-,-,-,-,-
Revenue & Margin,Segment-3 %,-,-,-,-,-,-,-,-,-,-,-,-,-
Revenue & Margin,Others,-,-,-,-,-,-,-,-,-,-,-,-,-
Revenue & Margin,Others %,-,-,-,-,-,-,-,-,-,-,-,-,-
Revenue & Margin,Revenue Total,4354000000,4270000000,4270000000,4246000000,4316000000,4306000000,4295000000,4255000000,4191000000,4389000000,4352000000,4379000000,4362000000
Revenue & Margin,Rev-CoGS / Sale (%),24.36839687643546,24.519906323185012,24.519906323185012,24.61139896373057,23.88785912882298,21.644217371110077,21.839348079161816,21.950646298472385,22.261989978525413,22.237411711095923,21.806066176470587,21.42041562000457,21.04539202200825
Revenue & Margin,Rev-CoGS-SG&A / Rev (%),13.091410197519524,14.168618266978921,14.285714285714285,14.013188883655205,13.276181649675625,9.405480724570367,8.847497089639116,8.343125734430082,8.303507516105942,8.658008658008658,8.708639705882353,7.9926923955240925,7.267308574048601
Revenue & Margin,Op. Income / Rev (%),10.978410656867249,5.76112412177986,5.76112412177986,6.076307112576543,5.421686746987952,2.740362285183465,2.0954598370197903,6.509988249118684,6.466237174898593,7.154249259512417,7.490808823529411,6.599680292304179,5.89179275561669
Revenue & Margin,Net Profit / Rev (%),3.881488286632981,3.0913348946135835,3.0913348946135835,2.7555346208195948,2.131603336422614,-2.763585694379935,-4.679860302677532,-4.18331374853114,-3.1973276067764256,-8.065618591934381,-5.330882352941177,-6.051609956611098,-6.51077487391105
EBITDA,Net Income,169000000,132000000,132000000,117000000,92000000,-119000000,-201000000,-178000000,-134000000,-354000000,-232000000,-265000000,-284000000
EBITDA,D & A,277000000,280000000,284000000,283000000,287000000,289000000,278000000,267000000,254000000,251000000,255000000,257000000,259000000
EBITDA,Net Int Inc,-287000000,-294000000,-297000000,-308000000,-317000000,-319000000,-243000000,-165000000,-90000000,-245000000,-245000000,-246000000,-253000000
EBITDA,Tax Provision,27000000,68000000,68000000,53000000,47000000,66000000,199000000,218000000,239000000,404000000,293000000,279000000,263000000
EBITDA,EBITDA,760000000,774000000,781000000,761000000,743000000,555000000,519000000,472000000,449000000,546000000,561000000,517000000,491000000
EBITDA,Stock-Based Comp,34000000,35000000,36000000,37000000,38000000,51000000,42000000,52000000,56000000,48000000,62000000,62000000,66000000
