Category,Metric,LTM (Current),LTM (-1Q),LTM (-2Q),LTM (-3Q),LTM (-1 Years),LTM (-5Q),LTM (-6Q),LTM (-7Q),LTM (-2 Years),LTM (-9Q),LTM (-10Q),LTM (-11Q),LTM (-3 Years),LTM (-13Q),LTM (-14Q),LTM (-15Q),LTM (-4 Years),LTM (-17Q)
Header,Fiscal Period,2025.0-Q3,2025.0-Q2,2025.0-Q1,2024.0-Q4,2024.0-Q3,2024.0-Q2,2024.0-Q1,2023.0-Q4,2023.0-Q3,2023.0-Q2,2023.0-Q1,2022.0-Q4,2022.0-Q3,2022.0-Q2,2022.0-Q1,2021.0-Q4,2021.0-Q3,2021.0-Q2
Header,Statement Date,2025-10-31,2025-07-31,2025-04-30,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-07-31,2023-04-30,2022-12-31,2022-10-31,2022-07-31,2022-04-30,2021-12-31,2021-10-31,2021-07-31
Header,Filing Date,2025-11-13,2025-08-14,2025-05-15,2025-03-12,2024-11-07,2024-08-08,2024-05-09,2024-03-13,2023-11-09,2023-08-10,2023-05-11,2023-03-09,2022-11-10,2022-08-11,2022-05-12,2022-03-10,2021-11-12,2021-08-12
Revenue & Margin,Segment-1,-,-,-,Watches,-,-,-,Watches,-,-,-,Watches,-,-,-,-,-,-
Revenue & Margin,Segment-1 %,-,-,-,4394.2%,-,-,-,4369.4%,-,-,-,4378.6%,-,-,-,-,-,-
Revenue & Margin,Segment-2,-,-,-,Traditional Watches,-,-,-,Traditional Watches,-,-,-,Traditional Watches,-,-,-,-,-,-
Revenue & Margin,Segment-2 %,-,-,-,4272.4%,-,-,-,4046.7%,-,-,-,3872.1%,-,-,-,-,-,-
Revenue & Margin,Segment-3,-,-,-,Jewelry,-,-,-,Leathers,-,-,-,Leathers,-,-,-,-,-,-
Revenue & Margin,Segment-3 %,-,-,-,560.3%,-,-,-,631.6%,-,-,-,596.5%,-,-,-,-,-,-
Revenue & Margin,Others,-,-,-,"Leathers, Smartwatches, Products Other",-,-,-,"Jewelry, Smartwatches, Products Other",-,-,-,"Jewelry, Smartwatches, Products Other",-,-,-,-,-,-
Revenue & Margin,Others %,-,-,-,773.0%,-,-,-,952.3%,-,-,-,1152.7%,-,-,-,-,-,-
Revenue & Margin,Revenue Total,1066179000.0,1083797000.0,1123400000.0,1144991000.0,1223955000.0,1280257000.0,1342232000.0,1412384000.0,1490270000.0,1582420000.0,1631622000.0,1682439000.0,1787520000.0,1843076000.0,1882847000.0,1870036000.0,1793933000.0,1302106000.0
Revenue & Margin,Rev-CoGS / Sale (%),55.7391394878346,55.73783651366446,54.6739362649101,52.792205353579206,49.96735991110784,49.182468832429734,48.604786653872054,48.50798366449917,48.39874653586263,49.32799130445773,49.78769592466883,49.373498831161186,50.22069683136412,50.87185769876012,51.41665785908255,51.676705689088344,51.48375106539653,50.99907380812315
Revenue & Margin,Rev-CoGS-SG&A / Rev (%),2.872031807041782,17.277866611551794,13.77256542638419,11.052226611388212,9.59414357553995,10.584749780708092,23.233166844479943,35.1777561909509,32.82888335670717,22.24523198645113,23.521624493908515,23.900777383310775,26.812119584675976,27.594141532959032,28.63063222874721,28.734580510749524,28.900298952079034,35.7922473285585
Revenue & Margin,Op. Income / Rev (%),-3.3968966749485783,-3.5981829623075168,-7.253694053765355,-9.078411882713489,-9.124273359723192,-10.436342078192112,-10.052062534643786,-10.126424541767678,-7.901386996987123,-3.0886237534914875,-1.5014507036556262,-0.08749202794276642,2.4895945220193343,3.788557823985555,5.051339806155253,4.953701479543709,3.551637714451989,1.221713209216454
Revenue & Margin,Net Profit / Rev (%),-6.3120733010123065,-5.486267262227152,-8.541125155777106,-8.966970046052763,-10.07773978618495,-11.902141523147305,-10.439476930962755,-11.122187733647507,-9.278251591993397,-4.509548665967316,-3.916654715369124,-2.6245825257260442,-0.8443541890440387,0.5685061277993962,1.5062296617834587,1.3600807684985743,0.10201049871985186,-2.2724724407997505
EBITDA,Net Income,-67298000.0,-59460000.0,-95951000.0,-102671000.0,-123347000.0,-152378000.0,-140122000.0,-157088000.0,-138271000.0,-71360000.0,-63905000.0,-44157000.0,-15093000.0,10478000.0,28360000.0,25434000.0,1830000.0,-29590000.0
EBITDA,D & A,6593000.0,10427000.0,11388000.0,16000000.0,16853000.0,17638000.0,18506000.0,19099000.0,20233000.0,21254000.0,22216000.0,23333000.0,23783000.0,25121000.0,26858000.0,29606000.0,33421000.0,36699000.0
EBITDA,Net Int Inc,-17859000.0,-18610000.0,-18371000.0,-19016000.0,-19816000.0,-20654000.0,-21917000.0,-21809000.0,-21909000.0,-21276000.0,-20253000.0,-19246000.0,-18246000.0,-19541000.0,-21750000.0,-25084000.0,-28684000.0,-22262000.0
EBITDA,Tax Provision,3510000.0,1719000.0,-2303000.0,-11788000.0,2812000.0,2208000.0,-7198000.0,522000.0,5462000.0,9115000.0,18316000.0,21400000.0,23154000.0,22918000.0,28996000.0,26426000.0,34383000.0,25405000.0
EBITDA,EBITDA,-39336000.0,-28704000.0,-68495000.0,-79443000.0,-83866000.0,-111878000.0,-106897000.0,-115658000.0,-90667000.0,-19715000.0,-3120000.0,19822000.0,50090000.0,78058000.0,105964000.0,106550000.0,98318000.0,54776000.0
EBITDA,Stock-Based Comp,1224000.0,1777000.0,1791000.0,2897000.0,3284000.0,4262000.0,5248000.0,5599000.0,6732000.0,4901000.0,7101000.0,7980000.0,8099000.0,11256000.0,9974000.0,9497000.0,9130000.0,9448000.0
EBITDA,Others Adj.,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
EBITDA,Adj. EBITDA,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
EBITDA,Covenant EBITDA,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
Capital Structure,Stock Price,2.59,1.63,1.02,1.67,1.24,1.44,1.02,1.46,2.06,2.57,3.2,4.31,3.42,5.1,9.64,10.29,11.99,13.62
Capital Structure,O/S Shares,52363000.0,53600000.0,53259000.0,53200000.0,53200000.0,52927000.0,52491000.0,52500000.0,52466000.0,52349000.0,51840000.0,51800000.0,53172727.0,51551351.0,51999000.0,52100000.0,52141000.0,52000000.0
Capital Structure,Market Capitalization,135620170.0,87368000.0,54324180.0,88844000.0,65968000.0,76214880.0,53540820.0,76650000.0,108079960.0,134536930.0,165888000.0,223257999.0,181850726.0,262911890.0,501270360.0,536108999.0,625170590.0,708240000.0
Capital Structure,Cash,83546000.0,109862000.0,78291000.0,123598000.0,106308000.0,105531000.0,112967000.0,117274000.0,116238000.0,132214000.0,127111000.0,198832000.0,162612000.0,167067000.0,162619000.0,250961000.0,181782000.0,252251000.0
Capital Structure,Debt,339687000.0,324392000.0,322210000.0,315829000.0,336780000.0,324140000.0,372736000.0,388672000.0,442280000.0,423576000.0,421483000.0,416364000.0,494103000.0,464901000.0,454537000.0,375149000.0,380296000.0,441689000.0
Capital Structure,Enterprise Value,391761170.0,301898000.0,298243180.0,281075000.0,296440000.0,294823880.0,313309820.0,348048000.0,434121960.0,425898930.0,460260000.0,440789999.0,513341726.0,560745890.0,793188360.0,660296999.0,823684590.0,897678000.0
