Category,Metric,LTM (Current),LTM (-1Q),LTM (-2Q),LTM (-3Q),LTM (-1 Years),LTM (-5Q),LTM (-6Q),LTM (-7Q),LTM (-2 Years),LTM (-9Q),LTM (-10Q),LTM (-11Q),LTM (-3 Years),LTM (-13Q),LTM (-14Q),LTM (-15Q),LTM (-4 Years),LTM (-17Q)
Header,Fiscal Period,2025.0-Q3,2025.0-Q2,2025.0-Q1,2024.0-Q4,2024.0-Q3,2024.0-Q2,2024.0-Q1,2023.0-Q4,2023.0-Q3,2023.0-Q2,2023.0-Q1,2022.0-Q4,2022.0-Q3,2022.0-Q2,2022.0-Q1,2021.0-Q4,2021.0-Q3,2021.0-Q2
Header,Statement Date,2025-10-31,2025-08-31,2025-05-31,2025-01-31,2024-11-30,2024-08-31,2024-05-31,2024-01-31,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31,2022-07-31,2022-04-30,2022-01-31,2021-10-31,2021-07-31
Header,Filing Date,2025-12-09,2025-09-09,2025-06-05,2025-03-27,2024-12-05,2024-09-05,2024-06-05,2024-04-03,2023-12-05,2023-08-31,2023-06-01,2023-04-10,2022-12-01,2022-09-01,2022-06-02,2022-03-24,2021-12-02,2021-09-02
Revenue & Margin,Segment-1,-,-,-,U Se Commerce,-,-,-,-,-,-,-,U Se Commerce,-,-,-,U Se Commerce,-,-
Revenue & Margin,Segment-1 %,-,-,-,6183.4%,-,-,-,-,-,-,-,6144.6%,-,-,-,6276.0%,-,-
Revenue & Margin,Segment-2,-,-,-,Business Outfitters Revenue,-,-,-,-,-,-,-,Business Outfitters Revenue,-,-,-,Business Outfitters Revenue,-,-
Revenue & Margin,Segment-2 %,-,-,-,1674.0%,-,-,-,-,-,-,-,1709.5%,-,-,-,1553.1%,-,-
Revenue & Margin,Segment-3,-,-,-,Licensing and Retail,-,-,-,-,-,-,-,International,-,-,-,International,-,-
Revenue & Margin,Segment-3 %,-,-,-,773.4%,-,-,-,-,-,-,-,1071.3%,-,-,-,1350.3%,-,-
Revenue & Margin,Others,-,-,-,"Europe eCommerce, Third Party",-,-,-,-,-,-,-,"Third Party, Retail",-,-,-,"Third Party, Retail",-,-
Revenue & Margin,Others %,-,-,-,1369.2%,-,-,-,-,-,-,-,1074.6%,-,-,-,820.6%,-,-
Revenue & Margin,Revenue Total,1314437000.0,1315578000.0,1338672000.0,1362935000.0,1436125000.0,1442232000.0,1448422000.0,1472509000.0,1487259000.0,1533507000.0,1561322000.0,1555429000.0,1581201000.0,1586061000.0,1618992000.0,1636624000.0,1619623000.0,1243780000.0
Revenue & Margin,Rev-CoGS / Sale (%),48.83862824920479,48.543225867261384,48.33827853275485,47.936622069284304,44.38227870136652,43.60137620022299,42.566669106103056,41.79954078379147,40.49536765284325,39.00132180681275,37.957897217870496,37.53838973042164,38.63253311881285,39.674577459505024,41.562774862383506,42.2491665770513,43.53858891853228,43.28305648908971
Revenue & Margin,Rev-CoGS-SG&A / Rev (%),27.424212799852715,16.439086089916373,6.665262289791674,6.716461166526651,4.250883453738359,4.027784711474991,3.966109324492448,4.433928756971944,4.996372521531219,4.7343116138367805,3.999879589219905,3.63308129139935,3.8955831674783914,4.753978567028633,6.853647207645251,7.313408577657422,8.572920982228581,8.799144543247198
Revenue & Margin,Op. Income / Rev (%),4.209482843224894,3.637260580520501,3.462685407627858,3.7387696405184396,1.5375402558969449,-6.13729275179028,-5.882401675754718,-5.26414439572186,-4.911720150962273,2.021771012457067,1.9693567374314844,1.5896579014535541,1.8515040149860769,2.900834204989594,4.43584650202101,4.875035438805737,6.092467197613272,6.367364003280322
Revenue & Margin,Net Profit / Rev (%),0.8942231540956318,0.45584526345074183,0.3296550611352146,0.45732188255492745,-1.4557228653494647,-9.201501561468612,-9.3532133590901,-8.874920289111984,-8.429063128883401,-1.150956598176598,-0.7564743211201789,-0.8055655385105973,-0.13420178712257327,0.6279077538631869,1.7516454682913813,2.0388922562543383,2.851651279340933,3.118477544260239
EBITDA,Net Income,11754000.0,5997000.0,4413000.0,6233000.0,-20906000.0,-132707000.0,-135474000.0,-130684000.0,-125362000.0,-17650000.0,-11811000.0,-12530000.0,-2122000.0,9959000.0,28359000.0,33369000.0,46186000.0,38787000.0
EBITDA,D & A,23869000.0,32022000.0,33058000.0,33772000.0,35876000.0,37318000.0,38169000.0,38465000.0,37952000.0,38118000.0,38458000.0,38741000.0,38911000.0,38938000.0,38846000.0,39166000.0,39035000.0,38874000.0
EBITDA,Net Int Inc,-27917000.0,-38183000.0,-39368000.0,-40439000.0,-43356000.0,-44767000.0,-46344000.0,-48291000.0,-47945000.0,-47093000.0,-43882000.0,-39768000.0,-36021000.0,-33530000.0,-33554000.0,-34445000.0,-34753000.0,-26419000.0
EBITDA,Tax Provision,6462000.0,3491000.0,2474000.0,4263000.0,-7048000.0,-6769000.0,-2182000.0,-1133000.0,5122000.0,1954000.0,-933000.0,-2148000.0,-4359000.0,3185000.0,10525000.0,12600000.0,18310000.0,14393000.0
EBITDA,EBITDA,70002000.0,79693000.0,79313000.0,84707000.0,51278000.0,-57391000.0,-53143000.0,-45061000.0,-34343000.0,69515000.0,69596000.0,63831000.0,68451000.0,85612000.0,111284000.0,119580000.0,138284000.0,118473000.0
EBITDA,Stock-Based Comp,3012000.0,4465000.0,4567000.0,4873000.0,4319000.0,4592000.0,3970000.0,3827000.0,3835000.0,2243000.0,3352000.0,3753000.0,5650000.0,7490000.0,9127000.0,10156000.0,10501000.0,10728000.0
EBITDA,Others Adj.,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
EBITDA,Adj. EBITDA,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
EBITDA,Covenant EBITDA,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
Capital Structure,Stock Price,15.74,11.53,8.58,12.45,16.09,15.89,14.19,9.47,6.3,9.34,7.17,9.03,10.52,12.75,14.02,18.33,26.28,38.33
Capital Structure,O/S Shares,30512000.0,30743000.0,30867000.0,30884000.0,31136000.0,31376000.0,31439000.0,31495000.0,31887000.0,32116999.0,32443000.0,32844000.0,33064000.0,33360999.0,33162999.0,32984000.0,32981000.0,32979000.0
Capital Structure,Market Capitalization,480258880.0,354466790.0,264838860.0,384505800.0,500978240.0,498564640.0,446119410.0,298257650.0,200888100.0,299972770.0,232616310.0,296581320.0,347833280.0,425352737.0,464945245.0,604596720.0,866740680.0,1264085070.0
Capital Structure,Cash,36344000.0,21255000.0,18139000.0,16180000.0,30401000.0,25648000.0,27350000.0,25314000.0,36821000.0,26610000.0,7332000.0,39557000.0,28829000.0,25596000.0,22027000.0,34301000.0,37926000.0,39223000.0
Capital Structure,Debt,32903000.0,35595000.0,298616000.0,262429000.0,39312000.0,294772000.0,319216000.0,278146000.0,376629000.0,343031000.0,372404000.0,373765000.0,399977000.0,416751000.0,416422000.0,292189000.0,360696000.0,320119000.0
Capital Structure,Enterprise Value,476817880.0,368806790.0,545315860.0,630754800.0,509889240.0,767688640.0,737985410.0,551089650.0,540696100.0,616393770.0,597688310.0,630789320.0,718981280.0,816507737.0,859340245.0,862484720.0,1189510680.0,1544981070.0
Capital Structure,netCommonStockIssuance,0.0,-2096000.0,-2777000.0,-2738000.0,-4012000.0,-3831000.0,-1014000.0,-2114000.0,-2999000.0,-3008000.0,-3781000.0,-3229000.0,-2877000.0,-2357000.0,0.0,-13000.0,-14000.0,0.0
Capital Structure,netDebtIssuance,0.0,-8250000.0,36750000.0,-63250000.0,36750000.0,-23250000.0,36750000.0,-91550000.0,36562000.0,-33482000.0,-3438000.0,-63437000.0,21562000.0,6563000.0,121562000.0,-73437000.0,41562000.0,-58437000.0
